Company Name,Industry,Round/Series,Location,About Company,Cleaned_amount($),Year,Company/Brand,HeadQuarter,Sector,Investor,Amount($),Stage,Company_Name,column10
,,,,,,2021,,Samsitpur,AgriTech,"CDC Group, Aavishkaar Venture Capital",3000000,Series A,Ergos,
,,,,,,2021,,Bangalore,Social network,"GSF, Pras Hanuma",0,0,Bolkar,
,,,,,,2021,,Mumbai,Advisory firm,"Ajat Hukkoo, Piyush Chaplot",0,Seed,Wright Research,
,,,,,,2021,,Lucknow,Media,"Mumbai Angels, Amitesh Pandey",200000,0,Knocksense,
,,,,,,2021,,Pune,EdTech,"Venture Catalysts, 9Unicorns Accelerator Fund",1800000,0,Pariksha,
,,,,,,2021,,Mumbai,Healthcare,Think Investments,5000000,Series A,Toothsi,
,,,,,,2021,,Bangalore,Food and Beverages,"Nexus Venture Partners, 23 High Networth Individuals (HNIs)",14300000,Series B,Jumbotail,
,,,,,,2021,,Pune,FinTech,"Yatra Angel Network, BEENEXT",4000000,Series A,Phi Commerce,
,,,,,,2021,,Gurgaon,Gaming,"Orios Venture Partners, Matrix Partners India",10000000,0,Zupee,
,,,,,,2021,,Chandigarh,Gaming,Trishneet Arora,0,0,Oneiric Gaming,
,,,,,,2021,,Bangalore,Insuretech,Unicorn India Ventures,300000,Seed,Finsall,
,,,,,,2021,,Ahmedabad,Legaltech,ContCentric,500000,0,Legalwiz.in,
,,,,,,2021,,Telangana,EdTech,Siana Capital,4000000,Series B,Practically,
,,,,,,2021,,Bangalore,FinTech,"DST Global, General Catalyst",81000000,Series C,Cred,
,,,,,,2021,,Bangalore,Pollution control equiptment,Blue Ashva Capital,1000000,0,Devic Earth,
,,,,,,2021,,Gurgaon,FinTech,Anthill Ventures,1300000,Series A,Zerone,
,,,,,,2021,,Mumbai,Fashion & Lifestyle,"InnoVen Capital, InnoVen Capita",100000000,,boAt,
,,,,,,2021,,Mumbai,Media,"3one4 Capital, DSP Group",2000000,0,Pocket Aces,
,,,,,,2021,,Bangalore,EdTech,Alpha Wave Incubation,5000000,Series A,Kyt,
,,,,,,2021,,Bangalore,Healthcare,"Enzia Ventures, AngelList",300000,0,iMumz,
,,,,,,2021,,New Delhi,FinTech,"Steadview Capital, Insight Partners",8200000,Debt,BharatPe,
,,,,,,2021,,Bangalore,AgriTech,"Invested Development, Pratithi Investment Trust",20000000,Series C,CropIn,
,,,,,,2021,,Haryana,Cosmetics,"Dhianu Das, Agility Venture Partners",200000,Seed,Vanity Wagon,
,,,,,,2021,,Gurgaon,Hospitality,Hindustan Media Venture,7000000,Series F,Oyo,
,,,,,,2021,,Pune,AgriTech,Omnivore,0,Seed,Agri10x,
,,,,,,2021,,Mumbai,FinTech,Awign Enterprises,4000000,0,BlackSoil,
,,,,,,2021,,Mumbai,EdTech,"Siddharth Bhaskar Shah, Upsparks",100000,Series A,HobSpace,
,,,,,,2021,,New Delhi,EdTech,S Chand,500000,0,DcodeAI,
,,,,,,2021,,Bangalore,BioTechnology,"Goldman Sachs, Tata Capital",70000000,0,Biocon Biologics,
,,,,,,2021,,Mumbai,E-commerce,Global Founders Capital,720000,Seed,KiranaKart,
,,,,,,2021,,Gurgaon,Healthcare,"growX ventures, Venture Gurukool",3000000,Series A,Meddo,
,,,,,,2021,,Chennai,EdTech,Mount Judi India Growth Fund,3000000,Series A,SP Robotic Works,
,,,,,,2021,,Gurugram,Logistics,GEF Capital’s South Asia Fund,15000000,Series B,3SC,
,,,,,,2021,,Chennai,Food & Beverages,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",600000,0,Chai Waale,
,,,,,,2021,,Jaipur,Cosmetics,Sequoia Capital,10000000,Series A,Minimalist,
,,,,,,2021,,New Delhi,Blockchain,"Mechanism Capital, DACM",9000000,0,Biconomy,
,,,,,,2021,,Gurugram,Automotive,0,1000000,Series A,Fixcraft,
,,,,,,2021,,Bangalore,Financial Services,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000,0,Slice,
,,,,,,2021,,Bangalore,EdTech,Pearl Investment LLC,5000000,Series A,90+ My Tuition App,
,,,,,,2021,,Bangalore,Consulting,"021 Capital, Sparrow Capital",1800000,Seed,Wasabi,
,,,,,,2021,,Bangalore,Real Estate,"Kotak Investment Advisors Limited, Gruhas Proptech",6000000,Series A,Strata,
,,,,,,2021,,Bangalore,E-commerce,VANS Group,300000,Seed,Ourbetterplanet,
,,,,,,2021,,Bangalore,SaaS startup,Elevation Capital,1500000,Seed,Murf.ai,
,,,,,,2021,,Pune,Media,Sachin Tendulkar,2000000,0,JetSynthesys,
,,,,,,2021,,Silvassa,Fitness,9Unicorns,1000000,Seed,MYFITNESS,
,,,,,,2021,,Mumbai,Healthcare,Xentel Investments,4000000,Seed,I am Love,
,,,,,,2021,,Mumbai,D2C,Accel Partners,40000000,0,MyGlamm,
,,,,,,2021,,Bangalore,IT,Sequoia’s Surge,1600000,0,Gumlet,
,,,,,,2021,,Bangalore,Gaming,"Waterbridge, Lumikai",2000000,Series A,Eloelo,
,,,,,,2021,,Noida,EdTech,"Auxano, Falcon5",2000000,Series A,Edukemy,
,,,,,,2021,,Gurugram,Mobility,Infoedge ventures,5000000,Series A,Zingbus,
,,,,,,2021,,Ahmedabad,Media,JITO Angel Network,300000,Seed,NewsReach,
,,,,,,2021,,Hyderabad,FinTech,Jupiter,330000,Seed,Pencilton,
,,,,,,2021,,Gurugram,IT,Unitus Ventures,1000000,0,Bandhoo,
,,,,,,2021,,Gurugram,IT,"GIC, Infoedge",53000000,0,ixigo,
,,,,,,2021,,Mumbai,Food & Beverages,Sequoia Capital,6000000,Series A,The Whole Truth,
,,,,,,2021,,Bangalore,Fitness,pi Ventures,800000,Seed,Insane AI,
,,,,,,2021,,Jaipur,E-learning,IAN,0,Seed,Learn4o Technology,
,,,,,,2021,,Gurugram,Automobile,0,200000000,0,Droom,
,,,,,,2021,,Noida,Environmental Services,"Northern Arc, Caspian Impact Investments",1000000,0,Skymet,
,,,,,,2021,,Bangalore,Consumer Services,Kalaari Capital,2000000,Series A,Go Swift,
,,,,,,2021,,Gurugram,Healthcare,Sofina Ventures SA,50000000,0,Mamaearth,
,,,,,,2021,,Bangalore,D2C,"Tiger Global, Flipkart Ventures",36000000,Series A,G.O.A.T,
,,,,,,2021,,Lucknow,Food & Beverages,Venture Catalysts,0,Series A,Keeros,
,,,,,,2021,,Mumbai,Merchandise,Anthill Ventures,300000,Series A,ReDesyn,
,,,,,,2021,,Pune,Facilities Services,0,200000,0,Inspacco,
,,,,,,2021,,Gurugram,EdTech,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000,Series A,Knorish,
,,,,,,2021,,Bangalore,Healthcare,Prime VP,5000000,Series A,Dozee,
,,,,,,2021,,Bangalore,Logistics & Supply Chain,"Tribe Capital, IFC Emerging Asia Fund, VEF",67000000,Series E,BlackBuck,
,,,,,,2021,,Bangalore,Marketing & Advertising,"Sequoia’s Surge, Y Combinator",2000000,Seed,Mailmodo,
,,,,,,2021,,Bangalore,Computer software,Endiya Partners,0,Seed,SuperBeings,
,,,,,,2021,,New Delhi,Healthcare,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000,Series A,NirogStreet,
,,,,,,2021,,Thiruvananthapuram,Human Resources,Callapina Capital,0,Series A,Hyreo,
,,,,,,2021,,Hyderabad,Automotive,Blue Ashva Capital,0,0,GODI Energy,
,,,,,,2021,,Bangalore,Healthcare,Khosla Ventures,5000000,Seed,Even,
,,,,,,2021,,Bangalore,Logistics,"Accel Partners, Matrix India",12000000,Series A,Captain Fresh,
,,,,,,2021,,Gurugram,Food & Beverages,"Omidyar Network India, Innoven Capital",10200000,Series A,Otipy,
,,,,,,2021,,Faridabad,Eyewear,"Temasek, Falcon Edge",220000000,0,Lenskart,
,,,,,,2021,,Bangalore,Healthcare,"Deep Kalra, Ashish Kashyap, Rajesh Magow",4500000,0,Eka.care,
,,,,,,2021,,Chennai,EdTech,"IAN, Social Alpha, Startup Oasis",200000,0,Braingroom,
,,,,,,2021,,Bangalore,Consumer Services,Inflection Point Ventures,1000000,Series A,Edvizo,
,,,,,,2021,,New Delhi,FinTech,Capital India,25000000,0,Credenc,
,,,,,,2021,,New Delhi,D2C Business,"FirstCry, Lightspeed Venture Partners",150000000,Series A,GlobalBees,
,,,,,,2021,,Gurugram,Automotive,Tiger Global,108000000,Series D,Spinny,
,,,,,,2021,,Bangalore,Biotechnology,"Accel, LetsVenture, 1Crowd",4000000,Series A,Mynvax,
,,,,,,2021,,Pune,Human Resources,SAB Holdings,500000,0,RiseBird,
,,,,,,2021,,Bangalore,Healthcare,Titan Capital,330000,Seed,Uvi Health,
,,,,,,2021,,Bangalore,Farming,"Lightspeed Venture Partners, Elevation Capital",13000000,0,Vegrow,
,,,,,,2021,,Bangalore,Automotive,Mumbai Angels Network,500000,0,Automovill,
,,,,,,2021,,Gurugram,NFT Marketplace,Jayanti Kanani,0,Seed,NFTically,
,,,,,,2021,,Bangalore,Healthcare,"LeapFrog, Khosla Ventures",75000000,Series C,HealthifyMe,
,,,,,,2021,,Gurugram,FinTech,JITO Angel Network,450000,0,GalaxyCard,
,,,,,,2021,,Gurugram,Healthcare,Ananta Capital,10000000,0,Bella Vita Organic,
,,,,,,2021,,Bangalore,FinTech,"Northern Arc, Vivriti Capital",10000000,0,SmartCoin,
,,,,,,2021,,Mumbai,EdTech,Unitus Ventures,0,Seed,CareerNinja,
,,,,,,2021,,New Delhi,Solar,TATA Cleantech Capital,2000000,0,MYSUN,
,,,,,,2021,,Bangalore,Biotechnology,Aqua-Spark,9000000,Series B,Sea6 Energy,
,,,,,,2021,,Mumbai,Consumer Goods,Climate Angels Fund,500000,Seed,Beco,
,,,,,,2021,,Bangalore,Internet,"Sequoia’s Surge, Nexus Venture Partners",5000000,0,OneCode,
,,,,,,2021,,Bangalore,Information Technology,"Entrepreneur First (EF), GrowX Ventures",1200000,Seed,MedPay,
,,,,,,2021,,Noida,Internet,Vy Capital,60000000,0,Inshorts,
,,,,,,2021,,Bangalore,SpaceTech,Kalaari Capital,2500000,Seed,Digantara,
,,,,,,2021,,Chennai,AgriTech,Zephyr Peacock,700000,Seed,Aqgromalin,
,,,,,,2021,,Gurugram,Real Estate,ADM Capital,25000000,0,Square Yards,
,,,,,,2021,,Gurugram,Hospitality,"SoftBank Vision Fund, Hindustan Media Venture",660000000,0,OYO,
,,,,,,2021,,Bangalore,Computer software,100x Entrepreneurs,0,0,Slang Labs,
,,,,,,2021,,Gurugram,Healthcare,"Healthcare veterans, PIEDS",0,Seed,NirogGyan,
,,,,,,2021,,Bangalore,Automotive,Bank of Baroda,100000000,Debt,Ola Electric,
,,,,,,2021,,Noida,Consumer software,YCombinator,1300000,0,Bikry app,
,,,,,,2021,,Bangalore,EdTech,IAN Fund,3000000,0,Oliveboard,
,,,,,,2021,,New Delhi,EdTech,Vishal Gupta,0,,Little Leap,
,,,,,,2021,,Bangalore,Social commerce,"Mirae Asset, H&M",45000000,Series B,Trell,
,,,,,,2021,,Kolkata,EdTech,Kotak Securities,1000000,0,Kredent,
,,,,,,2021,,Mumbai,Healthcare,Venture Catalysts,500000,Seed,EasyAspataal,
,,,,,,2021,,Bangalore,Food & Beverages,Klub,0,0,SMOOR,
,,,,,,2021,,Bangalore,Social community,Sequoia’s Surge,3200000,0,Pankhuri,
,,,,,,2021,,Bangalore,Information Technology,Balaji Srinivasan,370000,Seed,Arcana,
,,,,,,2021,,Noida,EdTech,$1000000,0,0,AdmitKard,
,,,,,,2021,,Hyderabad,Food & Beverages,BASF Venture Capital GmbH,0,0,UrbanKisaan,
,,,,,,2021,,Chennai,Fishery,"Rebright Partners, Flourish Ventures",4000000,Series A,Aquaconnect,
,,,,,,2021,,Bangalore,EdTech,Sequoia Surge,1800000,0,Vah Vah!,
,,,,,,2021,,Gurugram,Apparel & Fashion,"Titan Capital, Sequoia Capital",300000,Series A,LetsDressUp,
,,,,,,2021,,Mumbai,Computer software,Parthiv Group,150000,0,Sapio Analytics,
,,,,,,2021,,Mumbai,Human Resources,"Omkar Pandharkame, Ketaki Ogale",0,,BHyve,
,,,,,,2021,,Roorkee,Renewables & Environment,Mumbai Angels Network,0,Seed,Indi Energy,
,,,,,,2021,,Gurugram,Consumer Goods,"GetVantage, Velocity, Shiprocket Capital",0,0,The Ayurveda Co,
,,,,,,2021,,Bangalore,Online storytelling,"Krafton Inc, Omidyar",48000000,0,Pratilipi,
,,,,,,2021,,Bangalore,Automotive,"Blume Ventures, Exfinity Venture Partners",35000000,Series A,Ati Motors,
,,,,,,2021,,Mumbai,Deeptech,Inflection Point Ventures,300000,Series A,peAR,
,,,,,,2021,,Bangalore,Farming,"Beyond Next Ventures, M Venture Partners",3000000,0,Gourmet Garden,
,,,,,,2021,,Mumbai,Consumer Goods,Fireside Ventures,1000000,Series A,The Sleep Company,
,,,,,,2021,,New Delhi,B2B E-commerce,AdvantEdge Founders,0,Seed,TyrePlex,
,,,,,,2021,,Mumbai,Automotive,0,3600000,Series A,ION Energy,
,,,,,,2021,,Bangalore,Insuretech,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",200000000,0,Digit Insurance,
,,,,,,2021,,Mumbai,Food & Beverages,"Sixth Sense Ventures, NABVENTURES",11000000,Series A,FRAAZO,
,,,,,,2021,,Bangalore,Food & Beverages,"Temasek, Multiples PE",192000000,Series F,Licious,
,,,,,,2021,,New Delhi,Gaming,Griffin Gaming Partners,65000000,Series C,WinZO,
,,,,,,2021,,Bangalore,Consumer Goods,Zinnia Global,100000000,0,Furlenco,
,,,,,,2021,,Bangalore,Aviation,"InfoEdge Ventures, IAN Fund",3000000,Series A,Skylark Drones,
,,,,,,2021,,Gurugram,IT company,"IIFL, Mumbai Angels",0,Series A,Leegality,
,,,,,,2021,,Pune,Healthcare,Klub,0,0,Arcatron Mobility,
,,,,,,2021,,Bangalore,FinTech,"BEENEXT, Sequoia’s Surge",2500000,0,TWID,
,,,,,,2021,,Bangalore,EdTech,Antler India,0,Seed,PeakPerformer,
,,,,,,2021,,Noida,Internet,Bharat Inclusion,1400000,Series A,MyMobiForce,
,,,,,,2021,,Noida,Information Technology,"Fidelity, BlackRock",600000,0,Pine Labs,
,,,,,,2021,,Bangalore,Healthcare,Blacksoil,2000000,0,Genworks Health,
,,,,,,2021,,Bangalore,FinTech,0,0,0,Pocketly,
,,,,,,2021,,Bangalore,Information Technology,Speciale Invest,370000,Seed,Neverinstall,
,,,,,,2021,,Bangalore,Information Technology,Canbank Venture Capital Fund,0,0,CoRover,
,,,,,,2021,,New Delhi,Healthcare,W Health Ventures,5000000,Series B,BeatO,
,,,,,,2021,,Gurugram,Cosmetics,Anicut Angel Fund,1200000,Seed,Earth Rhythm,
,,,,,,2021,,Mumbai,Computer software,"021 Capital, Y Combinator",1900000,Seed,Fountain9,
,,,,,,2021,,Bangalore,Food & Beverages,Anand Prakash Sharma,1000000,0,Rockclimber,
,,,,,,2021,,Mumbai,EdTech,0,300000,0,SpEd@home,
,,,,,,2021,,Bangalore,Computer software,Axilor Ventures,0,Seed,CanPe,
,,,,,,2021,,Ambernath,Consumer Goods,velocity.in,200000,0,Green Soul,
,,,,,,2021,,New Delhi,Logistics,"March Capital, Tribe Capital",41000000,Series D,Shiprocket,
,,,,,,2021,,Bangalore,Retail,Tiger Global,144000000,0,DealShare,
,,,,,,2021,,Bangalore,EdTech,Learn Capital,20000000,Series B,Teachmint,
,,,,,,2021,,Bangalore,Transportation,RTP Global,5000000,Series A,Vahak,
,,,,,,2021,,New Delhi,Hospitality,"IAN, Yuj Ventures",1000000,Series A,goSTOPS,
,,,,,,2021,,New Delhi,Computer software,Antler India,0,Seed,Codedamn,
,,,,,,2021,,Noida,Environmental service,JITO Angel Network,0,Seed,Biocraft Innovation Technology,
,,,,,,2021,,Bangalore,Construction,"Sequoia’s Surge, Accel Partners",5200000,0,Powerplay,
,,,,,,2021,,Bangalore,Industrial Automation,Uday Sodhi,0,0,Accio Robotics,
,,,,,,2021,,Gurugram,Logistics,"Fidelity, GIC",270000000,Series H,Delhivery,
,,,,,,2021,,New Delhi,EdTech,Auxano,600000,Series A,Avishkaar,
,,,,,,2021,,New Delhi,Job discovery platform,SucSEED Indovation Fund,140000,Seed,Jobsgaar,
,,,,,,2021,,Gurugram,D2C Fashion,Angelist India,0,Seed,Almo,
,,,,,,2021,,New Delhi,HealthCare,"Stanford Angels and Entrepreneurs India, Anjali Bansal",1000000,Series A,Breathe Well-being,
,,,,,,2021,,Chennai,SpaceTech,Speciale Invest,0,Seed,GalaxEye,
,,,,,,2021,,Hyderabad,HealthCare,Khosla Ventures,5000000,0,Good Health Clinic,
,,,,,,2021,,New Delhi,Home services,"Vy Capital, Wellington Management",250000000,Series F,Urban Company,
,,,,,,2021,,Ahmadabad,Rental,Avon Cycles,1000000,Series A,MYBYK,
,,,,,,2021,,Bangalore,Logistics,"Blume Ventures, Exfinity Venture Partners",50000000,Series C,Locus,
,,,,,,2021,,Bangalore,EdTech,"Matrix Partners India, 021 Capital",3000000,Seed,Crejo.Fun,
,,,,,,2021,,Bangalore,EdTech,"HNIs, Angels",500000,Seed,Bambinos,
,,,,,,2021,,Bangalore,FinTech,"NewQuest Capital Partners, Motilal Oswal Private Equity",8000000,0,KreditBee,
,,,,,,2021,,Pune,EdTech,Inflection Point Ventures,400000,Series A,Spardha,
,,,,,,2021,,Mumbai,HealthCare,Lasons India,0,0,Onelife Nutriscience,
,,,,,,2021,,Bangalore,Fashion,"Pankaj Chaddah, Srivatsan Rajan",0,0,Flatheads,
,,,,,,2021,,Mumbai,FinTech,Paytm,0,Series A,Fable Fintech,
,,,,,,2021,,New Delhi,Logistics,"BlackSoil, CLSA Capital Partners",3000000,0,Holisol,
,,,,,,2021,,New Delhi,HealthCare,"Saama, Whiteboard Capital",1000000,0,Now&Me,
,,,,,,2021,,Bangalore,AgriTech,"Indian Angel Network, Titan Capital, Lead Angels",400000,Seed,Fyllo,
,,,,,,2021,,Bangalore,HealthCare,0,0,0,Cora Health,
,,,,,,2021,,Chennai,Mobility,The Chennai Angels,300000,0,Blaer Motors,
,,,,,,2021,,Gurugram,EdTech,"Venture Highway, Stellaris Venture Partners",3000000,Series A,Swiflearn,
,,,,,,2021,,Bangalore,FinTech,"State Bank of India, Y Combinator",0,0,Cashfree,
,,,,,,2021,,Mumbai,E-commerce,"Sanjay Baldwa, Ajay Jain",2000000,Series A,QuickSell,
,,,,,,2021,,Mumbai,Heathcare,InfoEdge,5000000,Series A,Truemeds,
,,,,,,2021,,New Delhi,E-commerce,"Nitin Passi, Ruchirans Jaipuria",3000000,0,Candes,
,,,,,,2021,,Bangalore,Heathcare,"Stride Ventures, InnoVen Capital",3000000,0,MediBuddy,
,,,,,,2021,,New Delhi,Food & Beverages,"Venture Catalysts, Jeevak Gupta",300000,Series A,F5,
,,,,,,2021,,Bangalore,FinTech,"Triodos Investment Management, SAIF Partners",6000000,0,Capital Float,
,,,,,,2021,,Panchkula,IT startup,0,100000,Seed,IntelleWings,
,,,,,,2021,,New Delhi,Logistics,N+1 Capital,1000000,0,Shyplite,
,,,,,,2021,,Bangalore,FinTech,"DST Global, RTP Global",20000000,Series A,Refyne,
,,,,,,2021,,Pune,Renewable Energy,Blue Ashva Capital,4500000,Series A,Greenjoules,
,,,,,,2021,,New Delhi,Consulting,"Amit Singal, Manish Aggarwal",150000,Seed,MentorKart,
,,,,,,2021,,New Delhi,EdTech,"Trifecta Capital Advisors, Blume Ventures",2000000,Debt,Leverage Edu,
,,,,,,2021,,Thane,Logistics,Inflexor Ventures,5000000,Series A,Kale Logistics,
,,,,,,2021,,Bangalore,CRM,"Kumar Aakash, Amit Singhal",320000,0,CustomerGlu,
,,,,,,2021,,Bangalore,EV startup,growX ventures,2000000,0,Cell Propulsion,
,,,,,,2021,,Mumbai,HealthCare,Klub,0,0,Wellbeing Nutrition,
,,,,,,2021,,Gurugram,HealthCare,"Shaival Desai, Alkemi Venture Partners",3000000,Series B,Pee Safe,
,,,,,,2021,,New Delhi,FinTech,"Aavishkaar Venture Capital, YWC Venture Capital",1000000,0,Chqbook,
,,,,,,2021,,Bangalore,Software,Kalaari Capital,1800000,Seed,SimpliContract,
,,,,,,2021,,Bangalore,Logistics,Inflection Point Ventures,1000000,Series A,Dropshop,
,,,,,,2021,,Bangalore,E-commerce,Alteria Capital,4000000,Debt,Jumbotail,
,,,,,,2021,,Bangalore,EdTech,"Tiga Investments, Baron Capital",350000000,0,BYJU'S,
,,,,,,2021,,New Delhi,Nutrition,"Venture Catalysts, 9unicorns",1000000,0,Power Gummies,
,,,,,,2021,,New Delhi,SaaS startup,Qualgro,9000000,Series A,Convosight,
,,,,,,2021,,New Delhi,FinTech,"Amit Lakhotia, Pravin Jadhav",600000,Seed,Junio,
,,,,,,2021,,New Delhi,Logistics,Better Capital,0,Seed,Wherehouse.io,
,,,,,,2021,,Mumbai,FinTech,Pravega Ventures,4800000,Series A,Flexmoney,
,,,,,,2021,,Bangalore,FinTech,"Greenoaks Capital, Elevation Capital",38000000,Series A,Fampay,
,,,,,,2021,,Bangalore,Human Resources,"Sequoia Capital India, rocketship.vc",70000000,Series B,Apna,
,,,,,,2021,,Surat,Fashion,0,4000000,Series A,XYXX Apparels,
,,,,,,2021,,Bangalore,D2C startup,0,0,0,WaterScience,
,,,,,,2021,,Mumbai,SaaS startup,Accel,200000000,Series B,BrowserStack,
,,,,,,2021,,New Delhi,Insuretech,BLinC Invest,3000000,Series A,Vital,
,,,,,,2021,,Coimbatore,HealthCare,Spring Marketing Capital,0,0,Juicy chemistry,
,,,,,,2021,,Bangalore,SaaS startup,"Chaitanya Kalipatnapu, Kedar Gavane",125000,0,Samaaro,
,,,,,,2021,,Mumbai,Innovation management,"Roha Investment Managers, angel investor Saumil Shah",500000,Series A,Imagimake,
,,,,,,2021,,Andheri,EdTech,"TNF Ventures, Razorpay",1000000,Series A,MSMEx,
,,,,,,2021,,Gurugram,Insuretech,"Lok Capital, IIFL Asset Management",45000000,Series C,RenewBuy,
,,,,,,2021,,Bangalore,AI startup,Nvidia Inception,0,Seed,saarthi.ai,
,,,,,,2021,,Bangalore,Community platform,"Tiger Global Management, DST Global",26000000,Series A,Kutumb,
,,,,,,2021,,Noida,AgriTech,Marquee investors,3800000,Series A,Superplum,
,,,,,,2021,,Mumbai,FinTech,Endiya Partners,1200000,Seed,Upside AI,
,,,,,,2021,,Bangalore,Insuretech,"Ashish Hemrajani, Parikshit Dar",0,0,PazCare,
,,,,,,2021,,Bangalore,HealthCare,"India Accelerator, Lyxel&Flamingo",0,0,Answer Genomics,
,,,,,,2021,,Mumbai,EdTech,Sequoia Capital India,6000000,Series A,Skillmatics,
,,,,,,2021,,Bangalore,Insuretech,"Roshan Abbas, Ritesh Malik",2500000,Series A,Bimaplan,
,,,,,,2021,,Gurugram,FinTech,"Goat Capital, JAM Fund",3000000,Seed,Bueno Finance,
,,,,,,2021,,Gurugram,E-commerce,"General Catalyst, Jungle Ventures",22000000,Series B,CityMall,
,,,,,,2021,,Bangalore,EdTech,"Blackstone Group, ADQ",50000000,0,BYJU’S,
,,,,,,2021,,Mumbai,Venture capitalist,0,64000000,0,India Quotient,
,,,,,,2021,,Gurugram,HealthCare,"Venture Catalysts, 9unicorns",0,Seed,The Switch Fix,
,,,,,,2021,,Haryana,Tech Startup,0,1500000,Seed,Anvidha Technologies,
,,,,,,2021,,Mumbai,FinTech,GoAhead Ventures,0,Seed,DigiSparsh,
,,,,,,2021,,New Delhi,Networking,"Paradigm Shift Capital, AngelList India",620000,Seed,CoffeeMug.ai,
,,,,,,2021,,Bangalore,SaaS startup,Arali Ventures,0,Series A,Pathfndr.io,
,,,,,,2021,,Hyderabad,Recruitment,Anup Kumar Yama,600000,0,BigLeap,
,,,,,,2021,,Bangalore,EV startup,Inflection Point Ventures,900000,Seed,Kazam,
,,,,,,2021,,Mumbai,Commercial Real Estate,Aryaman Vir,0,$6000000,MYRE Capital,
,,,,,,2021,,Mumbai,FinTech,"iSeed, Titan Capital",500000,Seed,BimaPe,
,,,,,,2021,,Mangalore,EdTech,Research Innovation Incubation Design Labs,0,0,MicroDegree,
,,,,,,2021,,Ahmadabad,EdTech,Sushil Agarwal,0,,Saarthi Pedagogy,
,,,,,,2021,,New Delhi,HealthCare,"IvyCap Ventures, Endiya Partners",4000000,Series A,Synapsica,
,,,,,,2021,,Gurugram,Food & Beverages,9Unicorns,0,Seed,Kwik Foods,
,,,,,,2021,,Ahmadabad,AR startup,"GUSEC Seed Fund, DeVX Venture Fund",300000,0,Plutomen,
,,,,,,2021,,Gurugram,Automotive,"Tiger Global, Sequoia",42000000,Series C,GoMechanic,
,,,,,,2021,,Chennai,Automotive,0,2000000,0,Grinntech,
,,,,,,2021,,Mumbai,HealthCare,Quadria Capital,60000000,0,Nobel Hygiene,
,,,,,,2021,,New Delhi,HealthCare,Venture Catalysts,0,Series A,Green Cure,
,,,,,,2021,,Noida,EdTech,Tiger Global,65000000,Series C,Classplus,
,,,,,,2021,,Hyderabad,E-commerce,Unicorn India Ventures,500000,Seed,WINDO,
,,,,,,2021,,Bangalore,E-commerce,"Blume Ventures, Whiteboard Capital",0,Series A,ApnaKlub,
,,,,,,2021,,New Delhi,FinTech,Ashwini Kakkar. 9Unicorns,0,0,LegalPay,
,,,,,,2021,,Mumbai,Consumer service,Ashish Shah,0,0,Lavado,
,,,,,,2021,,Hyderabad,EdTech,Faad Network,0,0,Navars,
,,,,,,2021,,Gurugram,Logistics,"Paragon Partners, Aavishkaar Capital",20000000,Series B,GoBolt,
,,,,,,2021,,Bangalore,Gaming,"Krafton, Lumikai",9000000,Seed,Loco,
,,,,,,2021,,New Delhi,HealthCare,Venture Catalysts,2000000,Series A,Auric,
,,,,,,2021,,Bangalore,EdTech,"Indovation Fund, Mumbai Angels",300000,0,Edmingle,
,,,,,,2021,,Bangalore,FinTech,"Gunosy, Blume Ventures",20000000,0,Slice,
,,,,,,2021,,Bangalore,Music,Antler India,0,Seed,Humit,
,,,,,,2021,,Gurugram,IT startup,"Edge Ventures, Elevation Capital",5200000,Series A,Airblack,
,,,,,,2021,,Bangalore,HealthCare,CDC Group,0,0,NIRAMAI,
,,,,,,2021,,New Delhi,SaaS startup,"Titan Capital, Kunal Shah",0,Seed,Intervue,
,,,,,,2021,,Gurugram,Fashion,We Founder Circle,100000,Seed,Nestroots,
,,,,,,2021,,Chennai,Automation,"Accel Partners, Elevation Capital",12000000,0,Detect Technologies,
,,,,,,2021,,Bangalore,Automotive,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",6500000,0,CredR,
,,,,,,2021,,Hyderabad,Solar,"Norfund, The Rise Fund",125000000,0,Fourth Partner Energy,
,,,,,,2021,,Kolkata,HealthCare,Siti Cable,3000000,Series A,TABLT,
,,,,,,2021,,Hyderabad,IT startup,"Venture Catalysts, 9unicorns",2000000,Seed,Hesa,
,,,,,,2021,,Gurugram,Consumer goods,Crossbeam Venture Partners,0,Seed,Powerhouse91,
,,,,,,2021,,Kolkata,EdTech,Aavishkaar Capital,5000000,0,Nalanda Learning,
,,,,,,2021,,New Delhi,Renewable Energy,Mapmyindia,0,Series A,Chargeup,
,,,,,,2021,,Bangalore,IT startup,Jyoti Bansal,100000,0,Knackit,
,,,,,,2021,,Bangalore,Hospitality,Accor,16000000,Series D,Treebo Hotels,
,,,,,,2021,,Chennai,Automotive,0,700000,0,Raptee Energy,
,,,,,,2021,,Gurugram,HealthCare,"SRI Capital, Picus Capital, Alkemi Capital",6000000,0,Meddo,
,,,,,,2021,,Bangalore,Pet care,"Saama Capital, DSG Consumer Partners",2600000,Series A,Supertails,
